NAME,BRAND,BARCODE,SKU CODE,PRODUCT CODE,HSN CODE,PLU NO,COST PRICE,MRP,SALE PRICE,WHOLESALE PRICE,SPECIAL PRICE,ONLINE PRICE,WEIGHT,QUANTITY,EXPIRED QUANTITY,NEAR EXPIRY QUANTITY,TAX,TYPE,CESS,CESS ON,CESS TYPE,TAX AMOUNT,TAXABLE VALUE,CESS TAX AMOUNT,ADDITIONAL CESS TAX AMOUNT,SUPPLIER,DISCOUNT(₹),DISCOUNT(%),ACTUAL MARGIN (₹),MARGIN ON CP (%),MARGIN ON SP (%),CATEGORY,SUB CATEGORY,INSTOCK VALUE
2in1 Anmol,,8902268011724,,,,PLU001,7,10,10,10,10,10,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,40,0,0,,0,0,3,42.857,30,Biscuit,Miscellaneous,28
Butter Bake,,8902268010543,,,,PLU001,3.39,5,5,5,5,5,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,5,0,0,,0,0,1.61,47.493,32.2,Biscuit.,Miscellaneous,3.39
Butter Bake ,,8902268010772,,,,PLU001,7,10,10,10,10,10,1 pc,-1,0,0,0,CGST + SGST,0,1,1,0,-10,0,0,,0,0,3,42.857,30,Biscuit.,Miscellaneous,-7
Snack it,,8902268012141,,,,PLU001,3.39,5,5,5,5,5,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,5,0,0,,0,0,1.61,47.493,32.2,Biscuit.,Miscellaneous,3.39
marie plus,,8902268012752,,,,PLU001,7,10,10,10,10,10,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,70,0,0,,0,0,3,42.857,30,Biscuit.,Miscellaneous,49
Rusk Elachi,,8902268012233,,,,PLU001,7,10,10,10,10,10,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,60,0,0,,0,0,3,42.857,30,Biscuit.,Miscellaneous,42
Rusk Butter,,8902268012233,,,,PLU001,8,10,10,10,10,10,1 pc,12,0,0,0,CGST + SGST,0,1,1,0,120,0,0,,0,0,2,25,20,Biscuit.,Miscellaneous,96
Lemon mazaa,,8902268011373,,,,PLU001,7,10,10,10,10,10,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,10,0,0,,0,0,3,42.857,30,Biscuit.,Miscellaneous,7
 Lemon mazaa 5rs,,8902268011700,,,,PLU001,3.39,5,5,5,5,5,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,1.61,47.493,32.2,Biscuit.,Miscellaneous,0
Milk made,,8902268010246,,,,PLU001,7,10,10,10,10,10,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,40,0,0,,0,0,3,42.857,30,Biscuit.,Miscellaneous,28
Romanzo,,8902268004580,,,,PLU001,27,40,40,40,40,40,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,13,48.148,32.5,COOKIES,Miscellaneous,0
Yummy,,8902268010888,,,,PLU001,7,10,10,10,10,10,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,20,0,0,,0,0,3,42.857,30,Biscuit.,Miscellaneous,14
yummy orange,,8902268010840,,,,PLU001,3.39,5,5,5,5,5,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,1.61,47.493,32.2,Biscuit.,Miscellaneous,0
Yummy chocolate,,8902268010871,,,,PLU001,7,10,10,10,10,10,1 pc,9,0,0,0,CGST + SGST,0,1,1,0,90,0,0,,0,0,3,42.857,30,Biscuit.,Miscellaneous,63
Yummy chocolate 5 rs,,8902268010833,,,,PLU001,3.39,5,5,5,5,5,1 pc,-7,0,0,0,CGST + SGST,0,1,1,0,-35,0,0,,0,0,1.61,47.493,32.2,Biscuit,Miscellaneous,-23.73
Hit and run,,8902268010611,,,,PLU001,3.39,5,5,5,5,5,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,1.61,47.493,32.2,Biscuit,Miscellaneous,0
Samiya loose 250g,,L101505,,,,PLU001,12,20,20,20,20,20,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,40,0,0,,0,0,8,66.667,40,Grocery.,Miscellaneous,24
Dermi cool 50,,8901248164009,,,,PLU001,44.5,50,49,49,49,49,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,1,2,4.5,10.112,9.184,Body Care,Miscellaneous,0
Boro plus,,L101506,,,,PLU001,44.5,50,49,49,49,49,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,1,2,4.5,10.112,9.184,Body Care,Miscellaneous,0
Boro plus 125,,8901248103251,,,,PLU001,111,125,123,123,123,123,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,246,0,0,,2,1.6,12,10.811,9.756,Body Care,Miscellaneous,222
Bitehu,,,,,,PLU001,115,150,140,140,140,140,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,840,0,0,,10,6.667,25,21.739,17.857,Biscuit.,Miscellaneous,690
Osmania biteful biscuits,,8908013940011,,,,PLU002,120,210,160,160,160,160,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,160,0,0,,50,23.81,40,33.333,25,Biscuit.,Miscellaneous,120
Set wet cool,,,,,,PLU001,79,100,98,98,98,98,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,196,0,0,,2,2,19,24.051,19.388,Body Care,Miscellaneous,158
Vaseline daily,,8901030866104,,,,PLU001,141,195,190,190,190,190,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,380,0,0,,5,2.564,49,34.752,25.789,Body Care,Miscellaneous,282
Bajaj oil,,8906014762427,,,,PLU001,49,65,63,63,63,63,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,126,0,0,,2,3.077,14,28.571,22.222,HAIR CARE,Miscellaneous,98
bajaj oil  100ml,,8906014762410,,,,PLU001,26,35,35,35,35,35,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,35,0,0,,0,0,9,34.615,25.714,HAIR CARE,Miscellaneous,26
Sesa onion,,L101507,,,,PLU001,48,65,64,64,64,64,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,256,0,0,,1,1.538,16,33.333,25,HAIR CARE,Miscellaneous,192
Sesa hair oli lotion,,8904319400464,,,,PLU001,160,300,280,280,280,280,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,280,0,0,,20,6.667,120,75,42.857,HAIR CARE,Miscellaneous,160
Lakme Peach milk,,8901030863776,,,,PLU001,164,199,199,199,199,199,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,199,0,0,,0,0,35,21.341,17.588,SKIN CARE,Miscellaneous,164
FOGG [DEODRN] 150 ML TIN ESSENCE 1000 SPRAY FRAGRANCE BODY SPRAY,FOGG ESSENCE,8908001158909,,,,PLU001,200,275,250,250,250,250,150 ml,-1,0,0,0,CGST + SGST,0,1,1,0,-250,0,0,,25,9.091,50,25,20,BEAUTY & HYGIENE,FRAGRANCES & DEOS,-200
parle g ,,8901719128004,,,,PLU001,9,10,10,10,10,10,1 pc,-1,0,0,0,CGST + SGST,0,1,1,0,-10,0,0,,0,0,1,11.111,10,Biscuit,Miscellaneous,-9
smooth mixed berryies,,8902579002152,,,,PLU002,9,15,15,15,15,15,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,15,0,0,,0,0,6,66.667,40,Biscuit,Miscellaneous,13
LAYS [POTWFR] 25 GM PLPCH CLASSIC SALTED+40% EXTRA MORE CHIPS,LAYS CLASSIC SALTED,8901491503013,,,,PLU001,8,10,10,10,10,10,35 g,3,0,0,0,CGST + SGST,0,1,1,0,30,0,0,,0,0,2,25,20,SNACKS & BRANDED FOODS,SNACKS & NAMKEEN,24
8901288010502,,,,,,PLU001,35,46,41,41,41,41,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,41,0,0,,5,10.87,6,17.143,14.634,Grocery.,Miscellaneous,35
Z magnetism for men Talc,,8906015120394,,,,PLU001,165,220,215,215,215,215,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,645,0,0,,5,2.273,50,30.303,23.256,Body Talc,Miscellaneous,495
Maggi Nutri  Licious ,,8901058901870,,,,PLU001,101,112,112,112,112,112,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,784,0,0,,0,0,11,10.891,9.821,Maggi And Noodles,Miscellaneous,707
Arun Stawberry cheesecake,,8904057301764,,,,PLU001,41,50,50,50,50,50,1 pc,14,0,0,0,CGST + SGST,0,1,1,0,700,0,0,,0,0,9,21.951,18,Ice Cream,Miscellaneous,574
Palm Raja,,8906142770486,,,,PLU001,92,135,97,97,97,97,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,194,0,0,,38,28.148,5,5.435,5.155,Oil/ghee,Miscellaneous,184
Pooja Dipam oil 400ml,,L101508,,,,PLU001,37,105,60,60,60,60,1 pc,32,0,0,0,CGST + SGST,0,1,1,0,1920,0,0,,45,42.857,23,62.162,38.333,OIL,Miscellaneous,1184
Pooja dipam oil 800ml ,,L101509,,,,PLU001,77,204,105,105,105,105,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,735,0,0,,99,48.529,28,36.364,26.667,OIL,Miscellaneous,539
Veggie masala,,8901058000450,,,,PLU001,13,15,15,15,15,15,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,60,0,0,,0,0,2,15.385,13.333,Grocery.,Miscellaneous,52
Lavangalu 20g,,L101511,,,,PLU001,40,60,50,50,50,50,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,150,0,0,,10,16.667,10,25,20,Grocery.,Miscellaneous,120
Denver 18ml,,8901450010262,,,,PLU001,41.33,65,60,60,60,60,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,120,0,0,,5,7.692,18.67,45.173,31.117,Body Care,Miscellaneous,82.66
Denver 18ml 65,,8901450011917,,,,PLU001,41,65,60,60,60,60,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,120,0,0,,5,7.692,19,46.341,31.667,Body Care,Miscellaneous,82
Aswini Hair Oil 180ml,,8908000498969,,,,PLU002,135,146,143,143,143,143,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,572,0,0,,3,2.055,8,5.926,5.594,HAIR CARE,Miscellaneous,540
Orsl Rehydrate,,8901012350171,,,,PLU001,30,45,40,40,40,40,1 pc,21,0,0,0,CGST + SGST,0,1,1,0,840,0,0,,5,11.111,10,33.333,25,JUICE,Miscellaneous,630
Hatsun curd 200g,,8904057396289,,,,PLU001,20,25,25,25,25,25,1 pc,92,0,0,0,CGST + SGST,0,1,1,0,2300,0,0,,0,0,5,25,20,Curd,Miscellaneous,1840
Hatsun curd 400g,,8904057395992,,,,PLU001,42,50,50,50,50,50,1 pc,-2,0,0,0,CGST + SGST,0,1,1,0,-100,0,0,,0,0,8,19.048,16,Curd,Miscellaneous,-84
Hatsun paneer 200g,,8904057396395,,,,PLU001,100,125,125,125,125,125,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,25,25,20,Paneer,Miscellaneous,0
Ginger garlic paste everest,,8901786761005,,,,PLU001,20.5,25,25,25,25,25,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,100,0,0,,0,0,4.5,21.951,18,Ginger Paste,Miscellaneous,82
Emami Keshking 50ml,,8901248230087,,,,PLU001,99,150,140,140,140,140,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,420,0,0,,10,6.667,41,41.414,29.286,Grocery.,Miscellaneous,297
Keshking 100ml,,8901248230001,,,,PLU001,185.5,300,290,290,290,290,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,580,0,0,,10,3.333,104.5,56.334,36.034,Miscellaneous,Miscellaneous,371
Keshking shampoo 80ml,,8901248230063,,,,PLU001,74,119,115,115,115,115,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,115,0,0,,4,3.361,41,55.405,35.652,Miscellaneous,Miscellaneous,74
Pepsodent 150mg,,8901030862090,,,,PLU001,85,97,93,93,93,93,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,558,0,0,,4,4.124,8,9.412,8.602,Miscellaneous,Miscellaneous,510
Glow lovely 110g,,8901030942693,,,,PLU001,230,246,241,241,241,241,1 pc,-1,0,0,0,CGST + SGST,0,1,1,0,-241,0,0,,5,2.033,11,4.783,4.564,Grocery.,Miscellaneous,-230
Swastik avukaya 300g,,8904103030181,,,,PLU001,50,60,57,57,57,57,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,342,0,0,,3,5,7,14,12.281,Grocery.,Miscellaneous,300
Fogg marco 225,,L101512,,,,PLU001,170,225,200,200,200,200,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,25,11.111,30,17.647,15,Body Care,Miscellaneous,0
Colgate maxfresh,,8901314685698,,,,PLU001,270,448,350,350,350,350,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,2450,0,0,,98,21.875,80,29.63,22.857,Tooth Powder,Miscellaneous,1080
Arun  2in1 stick 25,,8904057300286,,,,PLU001,22,25,25,25,25,25,1 pc,13,0,0,0,CGST + SGST,0,1,1,0,325,0,0,,0,0,3,13.636,12,Ice Cream,Miscellaneous,286
Dettol buy 2 get 1,,8901396388371,,,,PLU001,100,126,120,120,120,120,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,6,4.762,20,20,16.667,Bathroom Accessories,Miscellaneous,0
Dettol buy 2 get 1 hw,,8901396388388,,,,PLU001,100,126,120,120,120,120,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,6,4.762,20,20,16.667,Bathroom Accessories,Miscellaneous,0
Lizol neem,,8901396142409,,,,PLU001,100,110,108,108,108,108,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,216,0,0,,2,1.818,8,8,7.407,Housekeeping,Miscellaneous,200
dhoopam deluxe,,8901684602899,,,,PLU001,16.5,25,25,25,25,25,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,150,0,0,,0,0,8.5,51.515,34,Pooja Needs,Miscellaneous,99
Oscar forever black,,8906043893277,,,,PLU001,113,225,200,200,200,200,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,200,0,0,,25,11.111,87,76.991,43.5,Deo & Perfume.,Miscellaneous,113
Forever oscar paris,,906043890115,,,,PLU001,83,165,150,150,150,150,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,300,0,0,,15,9.091,67,80.723,44.667,Deo & Perfume.,Miscellaneous,166
Yardley,,8903105010801,,,,PLU001,171,230,220,220,220,220,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,220,0,0,,10,4.348,49,28.655,22.273,Miscellaneous,Miscellaneous,171
Dabur red buy 3 get 1,,901207027413,,,,PLU001,335,375,365,365,365,365,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,365,0,0,,10,2.667,30,8.955,8.219,Miscellaneous,Miscellaneous,335
Dabur red Buy3get 1,,8901207027413,,,,PLU001,,375,350,350,350,350,1 pc,324,0,0,0,CGST + SGST,0,1,1,0,113400,0,0,,25,6.667,350,0,100,Grocery.,Miscellaneous,0
8901063092747,,8901063092747,,,,PLU001,4,5,5,5,5,5,1 pc,-13,0,0,0,CGST + SGST,0,1,1,0,-65,0,0,,0,0,1,25,20,Miscellaneous,Miscellaneous,-52
Little hearts 5R,,8901063019171,,,,PLU001,4,5,5,5,5,5,1 pc,23,0,0,0,CGST + SGST,0,1,1,0,115,0,0,,0,0,1,25,20,Miscellaneous,Miscellaneous,92
Nutri 5 Grain oats,,8901063001022,,,,PLU001,70,75,75,75,75,75,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,75,0,0,,0,0,5,7.143,6.667,Grocery.,Miscellaneous,70
BRITANNIA 150 GM CDB NUTRI CHOICE ESSENTIALS RAGI+FREE JAR,NUTRICHOICE DIABETIC FRND ESNT,8901063154025,,,,PLU001,70,75,75,75,75,75,150 g,1,0,0,0,CGST + SGST,0,1,1,0,75,0,0,,0,0,5,7.143,6.667,SNACKS & BRANDED FOODS,BISCUITS & COOKIES,70
Nutri Oats cookies ,,8901063154049,,,,PLU001,70,75,75,75,75,75,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,5,7.143,6.667,Grocery.,Miscellaneous,0
Zim Zam 5R,,901063029248,,,,PLU001,4,5,5,5,5,5,1 pc,56,0,0,0,CGST + SGST,0,1,1,0,280,0,0,,0,0,1,25,20,Miscellaneous,Miscellaneous,224
Milk bikis,,8901063012622,,,,PLU001,9,10,10,10,10,10,1 pc,19,0,0,0,CGST + SGST,0,1,1,0,190,0,0,,0,0,1,11.111,10,Miscellaneous,Miscellaneous,171
Margo neem naturals,,8902102231271,,,,PLU001,36.91,42,41,41,41,41,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,82,0,0,,1,2.381,4.09,11.081,9.976,Grocery.,Miscellaneous,73.82
8902102231301,,902102231271,,,,PLU001,39.91,42,42,42,42,42,1 pc,11,0,0,0,CGST + SGST,0,1,1,0,462,0,0,,0,0,2.09,5.237,4.976,Miscellaneous,Miscellaneous,439.01
MARGO NEEM NATURAL,,,,,,PLU001,35.66,42,40,40,40,40,1 pc,-7,0,0,0,CGST + SGST,0,1,1,0,-280,0,0,,2,4.762,4.34,12.17,10.85,Miscellaneous,Miscellaneous,-249.62
Anjali Spl idli rava,,,,,,PLU001,37.1,60,60,60,60,60,1 pc,10,0,0,0,CGST + SGST,0,1,1,0,600,0,0,,0,0,22.9,61.725,38.167,Grocery.,Miscellaneous,371
Anjali spl idli rava,,,,,,PLU001,37.1,60,55,55,55,55,1 pc,10,0,0,0,CGST + SGST,0,1,1,0,550,0,0,,5,8.333,17.9,48.248,32.545,Grocery.,Miscellaneous,371
Anjali idli spl rava,,8904405858971,,,,PLU001,37.1,60,55,55,55,55,1 pc,5,0,0,0,CGST + SGST,0,1,1,0,275,0,0,,5,8.333,17.9,48.248,32.545,Miscellaneous,Miscellaneous,185.5
Jim jam,,8901063029248,,,,PLU001,4,5,5,5,5,5,1 pc,-48,0,0,0,CGST + SGST,0,1,1,0,-240,0,0,,0,0,1,25,20,Biscuit.,Miscellaneous,-192
amla pickkle 500gms,,5670129017118,,,,PLU001,70,120,110,110,110,110,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,10,8.333,40,57.143,36.364,Pickles & Chutneys,Miscellaneous,0
777 Tomato sauce 1kg,,897231003845,,,,PLU001,75,95,90,90,90,90,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,90,0,0,,5,5.263,15,20,16.667,Soda,Miscellaneous,75
NO-1Limen&Al.v soap,,8901023028656,,,,PLU001,36,40,40,40,40,40,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,120,0,0,,0,0,4,11.111,10,Detergent Power & Soaps.,Miscellaneous,108
Fork plastic,,L101513,,,,PLU001,23,60,40,40,40,40,1 pc,8,0,0,0,CGST + SGST,0,1,1,0,320,0,0,,20,33.333,17,73.913,42.5,Disposable Needs,Miscellaneous,184
Snacks plates 7,,L101514,,,,PLU001,10,25,20,20,20,20,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,80,0,0,,5,20,10,100,50,Disposable Needs,Miscellaneous,40
Classic white160 p,,L101515,,,,PLU001,45,70,65,65,65,65,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,65,0,0,,5,7.143,20,44.444,30.769,Stationary.,Miscellaneous,45
maa mango,,,,,,PLU001,80,100,100,100,100,100,1 pc,12,0,0,0,CGST + SGST,0,1,1,0,1200,0,0,,0,0,20,25,20,JUICE,Miscellaneous,960
Maa Mango,,,,,,PLU001,80,100,100,100,100,100,1 pc,12,0,0,0,CGST + SGST,0,1,1,0,1200,0,0,,0,0,20,25,20,JUICE,Miscellaneous,960
maa mango 2.25,,8902979044530,,,,PLU001,80,100,100,100,100,100,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,100,0,0,,0,0,20,25,20,JUICE,Miscellaneous,80
Red Bull,,90162602,,,,PLU001,100,125,125,120,120,125,1 pc,17,0,0,0,CGST + SGST,0,1,1,0,2125,0,0,,0,0,25,25,20,JUICE,Miscellaneous,1700
khatta meetha,,8904004401158,,,,PLU001,43,50,50,50,50,50,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,100,0,0,,0,0,7,16.279,14,Savouries & Snacks,Miscellaneous,86
3 set bottle 130,,L101516,,,,PLU001,70,160,130,130,130,130,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,260,0,0,,30,18.75,60,85.714,46.154,Plastic Home Appliances,Miscellaneous,140
Gillet venus simply,,,,,,PLU001,263,300,290,290,290,290,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,870,0,0,,10,3.333,27,10.266,9.31,Grocery.,Miscellaneous,789
6 Set bottle 349,,L101517,,,,PLU001,175,290,290,290,290,290,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,115,65.714,39.655,Plastic Home Appliances,Miscellaneous,0
Gillete venus simply,,4987176179197,,,,PLU001,263,300,290,290,290,290,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,580,0,0,,10,3.333,27,10.266,9.31,Grocery.,Miscellaneous,526
Gillete fusions 2S,,4987176103277,,,,PLU001,451.66,550,530,530,530,530,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,1060,0,0,,20,3.636,78.34,17.345,14.781,Grocery.,Miscellaneous,903.32
Whisper Xl+15pads,,,,,,PLU001,175,200,198,198,198,198,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,198,0,0,,2,1,23,13.143,11.616,Grocery.,Miscellaneous,175
Head lice comb 30,,101518,,,,PLU001,10,45,30,30,30,30,1 pc,24,0,0,0,CGST + SGST,0,1,1,0,720,0,0,,15,33.333,20,200,66.667,Plastic Home Appliances,Miscellaneous,240
Dolphin  T Mop,,9193955679658,,,,PLU001,100,170,160,160,160,160,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,960,0,0,,10,5.882,60,60,37.5,Floor Mop,Miscellaneous,600
Chethan 16L,,101519,,,,PLU001,140,240,220,220,220,220,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,440,0,0,,20,8.333,80,57.143,36.364,Housekeeping,Miscellaneous,280
Mittu bucket 20L,,L101582,,,,PLU002,135,220,200,200,200,200,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,600,0,0,,20,9.091,65,48.148,32.5,Housekeeping,Miscellaneous,405
LOTTE [TOFFEE] CARAMILK 690 GM CDBOX THE RICH TASETE OF REAL MILK,CARAMILK,8901123005755,,,,PLU001,116,150,150,150,150,150,690 g,1,0,0,0,CGST + SGST,0,1,1,0,150,0,0,,0,0,34,29.31,22.667,SNACKS & BRANDED FOODS,MINTS & TOFFEES,116
LOTTE [TOFFEE] 690 GM CDBOX CHEWITS MANGO CHEWS [23GM*30],CHEWITS,8901123005854,,,,PLU001,116,150,150,150,150,150,690 g,1,0,0,0,CGST + SGST,0,1,1,0,150,0,0,,0,0,34,29.31,22.667,SNACKS & BRANDED FOODS,MINTS & TOFFEES,116
LOTTE [HB CNDY] 690 GM CDBOX COCONUT PUNCH THE RICH COCONUT TOFFEE,COCONUT PUNCH,8901123005731,,,,PLU001,116,150,150,150,150,150,690 g,1,0,0,0,CGST + SGST,0,1,1,0,150,0,0,,0,0,34,29.31,22.667,SNACKS & BRANDED FOODS,MINTS & TOFFEES,116
Lotte jellies,,8901123001498,,,,PLU002,3.5,10,10,10,10,10,1 pc,8,0,0,0,CGST + SGST,0,1,1,0,80,0,0,,0,0,6.5,185.714,65,CHOCOLATES,Miscellaneous,33
Lollipop ornage,,8901123001511,,,,PLU001,4,5,5,5,5,5,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,35,0,0,,0,0,1,25,20,CHOCOLATES,Miscellaneous,28
8901123001528,,8901123001528,,,,PLU001,4,5,5,5,5,5,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,35,0,0,,0,0,1,25,20,CHOCOLATEE,Miscellaneous,28
8901123001535,,8901123001535,,,,PLU001,4,5,5,5,5,5,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,20,0,0,,0,0,1,25,20,Miscellaneous,Miscellaneous,16
Hatsun malai lassi 25,,8706057397262,,,,PLU001,21,25,25,25,25,25,1 pc,10,0,0,0,CGST + SGST,0,1,1,0,250,0,0,,0,0,4,19.048,16,JUICE,Miscellaneous,210
Body scarb,,1017908799901,,,,PLU001,18,45,40,40,40,40,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,5,11.111,22,122.222,55,Body Care,Miscellaneous,0
65mm avery,,L101521,,,,PLU001,75,170,150,150,150,150,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,450,0,0,,20,11.765,75,100,50,HomeCare,Miscellaneous,225
Monkey 555,,8906034430009,,,,PLU001,70,130,110,110,110,110,1 pc,53,0,0,0,CGST + SGST,0,1,1,0,5830,0,0,,20,15.385,40,57.143,36.364,Housekeeping,Miscellaneous,3710
Bambino pasta cup,,8904287000079,,,,PLU001,46,60,60,60,60,60,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,120,0,0,,0,0,14,30.435,23.333,READYMADE FOODS.,Miscellaneous,92
Sdap double rose 1kg,,L101523,,,,PLU001,110,160,145,145,145,145,1 pc,21,0,0,0,CGST + SGST,0,1,1,0,3045,0,0,,15,9.375,35,31.818,24.138,Grocery,Miscellaneous,2310
Centre Filled,,,,,,PLU001,8,10,10,10,10,10,1 pc,36,0,0,0,CGST + SGST,0,1,1,0,360,0,0,,0,0,2,25,20,Cupcake,Miscellaneous,288
centre filled,,8906005611192,,,,PLU001,8,10,10,10,10,10,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,20,0,0,,0,0,2,25,20,Cupcake,Miscellaneous,16
 maggi masala VEG ATTA noodles 28,,8901058901825,,,,PLU001,25,28,28,28,28,28,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,28,0,0,,0,0,3,12,10.714,Maggi And Noodles,Miscellaneous,25
Polo,,89009871,,,,PLU001,4.25,5,5,5,5,5,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,35,0,0,,0,0,0.75,17.647,15,CHAKALI,Miscellaneous,29.75
BamBiNo Macroni Combi,,8904287005029,,,,PLU001,63,84,84,84,84,84,1 pc,8,0,0,0,CGST + SGST,0,1,1,0,672,0,0,,0,0,21,33.333,25,PASTA,Miscellaneous,504
Kabuli senigalu 250g,,L101524,,,,PLU001,45,75,60,60,60,60,1 pc,10,0,0,0,CGST + SGST,0,1,1,0,600,0,0,,15,20,15,33.333,25,Grocery,Miscellaneous,450
Arun vanilla ball,,8904057302303,,,,PLU001,34,40,40,40,40,40,1 pc,-1,0,0,0,CGST + SGST,0,1,1,0,-40,0,0,,0,0,6,17.647,15,Ice Cream,Miscellaneous,-34
arun caribbean almond cone 30,,8904057301481,,,,PLU001,25,30,30,30,30,30,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,30,0,0,,0,0,5,20,16.667,Ice Cream,Miscellaneous,25
Kaju 320 500g,,L101525,,,,PLU001,300,470,410,410,410,410,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,410,0,0,,60,12.766,110,36.667,26.829,DryFruits,Miscellaneous,300
Arun push up 35,,8904057302372,,,,PLU001,28.7,35,35,35,35,35,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,35,0,0,,0,0,6.3,21.951,18,Ice Cream,Miscellaneous,28.7
Avalu luvu500g,,L101526,,,,PLU001,43,75,65,65,65,65,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,65,0,0,,10,13.333,22,51.163,33.846,Grocery,Miscellaneous,43
ANIL HAPPALA,,8906042150777,,,,PLU001,23,38,34,34,34,34,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,102,0,0,,4,10.526,11,47.826,32.353,PAPAD,Miscellaneous,69
