NAME,BRAND,BARCODE,SKU CODE,PRODUCT CODE,HSN CODE,PLU NO,COST PRICE,MRP,SALE PRICE,WHOLESALE PRICE,SPECIAL PRICE,ONLINE PRICE,WEIGHT,QUANTITY,EXPIRED QUANTITY,NEAR EXPIRY QUANTITY,TAX,TYPE,CESS,CESS ON,CESS TYPE,TAX AMOUNT,TAXABLE VALUE,CESS TAX AMOUNT,ADDITIONAL CESS TAX AMOUNT,SUPPLIER,DISCOUNT(₹),DISCOUNT(%),ACTUAL MARGIN (₹),MARGIN ON CP (%),MARGIN ON SP (%),CATEGORY,SUB CATEGORY,INSTOCK VALUE
ANIL VERMICELLI 180 G,,8906042150050,,,,PLU001,19,23,23,23,23,23,1 pc,5,0,0,0,CGST + SGST,0,1,1,0,115,0,0,,0,0,4,21.053,17.391,Grocery,Miscellaneous,95
ANIL RICE VERMICELLI,,8906042151095,,,,PLU001,20,31,26,26,26,26,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,156,0,0,,5,16.129,6,30,23.077,Grocery,Miscellaneous,120
ANIL RICE VERMICELLI 500G,,8906042151101,,,,PLU001,62,70,70,70,70,70,1 pc,5,0,0,0,CGST + SGST,0,1,1,0,350,0,0,,0,0,8,12.903,11.429,Grocery,Miscellaneous,310
ANIL LEMON VERMICELLI,,8906042150104,,,,PLU001,32,29,29,29,29,29,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,174,0,0,,0,0,-3,-9.375,-10.345,Grocery,Miscellaneous,192
ANILTAMARIND VVERMICELLI,,8906042150098,,,,PLU001,23.5,29,29,29,29,29,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,174,0,0,,0,0,5.5,23.404,18.966,Grocery,Miscellaneous,141
ANIL WHEAT VERMICELLI,,8906042150180,,,,PLU001,25,32,31,31,31,31,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,186,0,0,,1,3.125,6,24,19.355,Grocery,Miscellaneous,150
indulekha BRIGHA OIL,,8901030929496,,,,PLU001,390,432,420,420,420,420,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,840,0,0,,12,2.778,30,7.692,7.143,HAIR CARE,Miscellaneous,780
 Avalu lavu 250g,,L101527,,,,PLU001,22,45,35,35,35,35,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,10,22.222,13,59.091,37.143,Grocery,Miscellaneous,0
Bhema' s chilli powder,,8908019255034,,,,PLU001,115,220,170,170,170,170,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,340,0,0,,50,22.727,55,47.826,32.353,Grocery,Miscellaneous,222
Bhema's CHILLI POWDER,,8908019255010,,,,PLU001,22,45,35,24,24,35,1 pc,22,0,0,0,CGST + SGST,0,1,1,0,770,0,0,,10,22.222,13,59.091,37.143,Grocery,Miscellaneous,484
 Bhema's turmeric powder,,8908019255072,,,,PLU001,55,140,110,110,110,110,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,440,0,0,,30,21.429,55,100,50,Grocery.,Miscellaneous,220
Bhema's turmeric powder 200 G,,8908019255065,,,,PLU001,22,60,40,40,40,40,1 pc,9,0,0,0,CGST + SGST,0,1,1,0,360,0,0,,20,33.333,18,81.818,45,Grocery,Miscellaneous,198
Dhema's coriander powder,,8908019255218,,,,PLU001,65,150,120,120,120,120,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,480,0,0,,30,20,55,84.615,45.833,Grocery,Miscellaneous,260
Bhema's coriander powder,,8908019255102,,,,PLU001,26,60,45,45,45,45,1 pc,8,0,0,0,CGST + SGST,0,1,1,0,360,0,0,,15,25,19,73.077,42.222,Grocery,Miscellaneous,208
Bhema's coriander powder 100G,,8908019255096,,,,PLU001,13,30,25,25,25,25,1 pc,20,0,0,0,CGST + SGST,0,1,1,0,500,0,0,,5,16.667,12,92.308,48,Grocery,Miscellaneous,260
GRB Rasogolla,,8906010367718,,,,PLU001,55,75,75,75,75,75,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,150,0,0,,0,0,20,36.364,26.667,SEA  FOODS,Miscellaneous,110
GRB Rava dosa mix,,8906010367015,,,,PLU001,93,130,120,120,120,120,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,240,0,0,,10,7.692,27,29.032,22.5,READYMADE FOODS.,Miscellaneous,186
GRB Lemon Rice powder,,8898906010361549,,,,PLU001,7.81,10,10,10,10,10,1 pc,46,0,0,0,CGST + SGST,0,1,1,0,460,0,0,,0,0,2.19,28.041,21.9,SEAFOODS,Miscellaneous,359.26
GRB TOWN BUS Salted cashew,,8906010363482,,,,PLU001,37.5,50,50,50,50,50,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,200,0,0,,0,0,12.5,33.333,25,Snacks,Miscellaneous,150
GRB TOWN BUS MASALA Cashew,,8906010363529,,,,PLU001,37.5,50,50,50,50,50,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,150,0,0,,0,0,12.5,33.333,25,Snacks,Miscellaneous,112.5
pepsodent 200 g,,8901030926570,,,,PLU001,80,105,100,90,90,100,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,200,0,0,,5,4.762,20,25,20,ORAL CARE,Miscellaneous,160
Mayura Galaxy mop,,8908018284097,,,,PLU001,95,210,165,165,165,165,1 pc,10,0,0,0,CGST + SGST,0,1,1,0,1650,0,0,,45,21.429,70,73.684,42.424,Floor Mop,Miscellaneous,950
Dark fantasy vanilla 150,,8901725000837,,,,PLU001,140,150,150,150,150,150,1 pc,8,0,0,0,CGST + SGST,0,1,1,0,1200,0,0,,0,0,10,7.143,6.667,Biscuit,Miscellaneous,1120
Dabur RED ,,8901207046438,,,,PLU001,17,20,20,20,20,20,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,40,0,0,,0,0,3,17.647,15,ORAL CARE,Miscellaneous,34
ETA Super SHINE ,,8908001616331,,,,PLU001,289,320,320,320,320,320,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,640,0,0,,0,0,31,10.727,9.688,Detergent Power & Soaps.,Miscellaneous,578
Oral-B CRISS CROSS,,4987176176455,,,,PLU001,42,50,50,50,50,50,1 pc,20,0,0,0,CGST + SGST,0,1,1,0,1000,0,0,,0,0,8,19.048,16,ORAL CARE,Miscellaneous,672
Oral-B TOM AND JERMRRY,,4987176148728,,,,PLU001,97,135,130,130,130,130,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,5,3.704,33,34.021,25.385,ORAL CARE,Miscellaneous,0
ARIEL MAT FL 500G,,4987176177483,,,,PLU001,165,170,167,167,167,167,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,668,0,0,,3,1.765,2,1.212,1.198,DETERGENTS,Miscellaneous,660
ARIEL TOP LOAD,,4987176177476,,,,PLU001,148,160,160,160,160,160,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,480,0,0,,0,0,12,8.108,7.5,DETERGENTS,Miscellaneous,444
ARIEL TOP LOAD 3kg +1Free,,4987176050151,,,,PLU001,584,675,670,670,670,670,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,2010,0,0,,5,0.741,86,14.726,12.836,DETERGENTS,Miscellaneous,1752
Arun chaclate 1L,,8904057303546,,,,PLU001,263,320,320,320,320,320,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,57,21.673,17.813,Ice Cream,Miscellaneous,0
kandi bedalu L 500g,,L101529,,,,PLU001,65,75,70,70,70,70,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,420,0,0,,5,6.667,5,7.692,7.143,Grocery.,Miscellaneous,390
 AACHI DHANIYA POWDER 30g,,8906021120654,,,,PLU001,7,10,10,10,10,10,1 pc,47,0,0,0,CGST + SGST,0,1,1,0,470,0,0,,0,0,3,42.857,30,Grocery,Miscellaneous,329
AACHI SPECIAL CHILLI POWDER,,8906021120555,,,,PLU001,7,10,10,10,10,10,1 pc,38,0,0,0,CGST + SGST,0,1,1,0,380,0,0,,0,0,3,42.857,30,Grocery,Miscellaneous,266
Exo bacto scrub 10,,8902102164036,,,,PLU001,8.35,10,10,10,10,10,1 pc,-2,0,0,0,CGST + SGST,0,1,1,0,-20,0,0,,0,0,1.65,19.76,16.5,Housekeeping,Miscellaneous,-16.7
Vicks inhaler,,4987176131331,,,,PLU001,55,62,62,62,62,62,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,124,0,0,,0,0,7,12.727,11.29,Healthy,Miscellaneous,110
Royal nuts and dry fruits,,101530,,,,PLU001,265,550,350,350,350,350,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,1050,0,0,,200,36.364,85,32.075,24.286,Grocery.,Miscellaneous,795
Jelly,,,,,,PLU001,4.5,5,5,5,5,5,1 pc,118,0,0,0,CGST + SGST,0,1,1,0,590,0,0,,0,0,0.5,11.111,10,SKIN PROTECTIN JELLY,Miscellaneous,531
Jelly Belly,,8906009047164,,,,PLU001,14,20,20,20,20,20,1 pc,32,0,0,0,CGST + SGST,0,1,1,0,640,0,0,,0,0,6,42.857,30,SKIN PROTECTIN JELLY,Miscellaneous,448
Dark chocklate,,901262070676,,,,PLU001,100,110,110,110,110,110,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,330,0,0,,0,0,10,10,9.091,CHOCOLATES,Miscellaneous,300
HELLMANN'S REAL MAYONNAISE,,8901030877131,,,,PLU001,33.75,40,40,40,40,40,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,40,0,0,,0,0,6.25,18.519,15.625,Pet Food,Miscellaneous,33.75
REXONA DEODORANT MEN ,,8901030869051,,,,PLU001,126,159,150,150,150,150,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,150,0,0,,9,5.66,24,19.048,16,FRAGRANCES & DEODARANTS,Miscellaneous,126
REXONA DEODORANT MEN,,8901030869051,,,,PLU001,126,159,150,150,150,150,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,150,0,0,,9,5.66,24,19.048,16,FRAGRANCES & DEODARANTS,Miscellaneous,126
REXONA DEODORANT SHOWER FRESH,,8901030927966,,,,PLU001,63,79,70,70,70,70,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,70,0,0,,9,11.392,7,11.111,10,FRAGRANCES & DEODARANTS,Miscellaneous,63
KIt kat 20,,8901058001846,,,,PLU001,17.63,20,20,20,20,20,1 pc,46,0,0,0,CGST + SGST,0,1,1,0,920,0,0,,0,0,2.37,13.443,11.85,CHOCOLATES,Miscellaneous,810.98
Maggi mushroom penne ,,8901058002959,,,,PLU001,25,28,28,28,28,28,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,56,0,0,,0,0,3,12,10.714,Snacks,Miscellaneous,50
maggi 2minute noodles,,8901058002928,,,,PLU001,77,84,84,84,84,84,1 pc,12,0,0,0,CGST + SGST,0,1,1,0,1008,0,0,,0,0,7,9.091,8.333,Maggi And Noodles,Miscellaneous,924
Rin Rs10,,8901030968266,,,,PLU001,9,10,10,10,10,10,1 pc,22,0,0,0,CGST + SGST,0,1,1,0,220,0,0,,0,0,1,11.111,10,Detergent Power & Soaps.,Miscellaneous,198
Lemon spl idly rawa 1kg,,L101531,,,,PLU002,34,45,38,38,38,38,1 pc,10,0,0,0,CGST + SGST,0,1,1,0,380,0,0,,7,15.556,4,11.765,10.526,Grocery,Miscellaneous,340
fruit dessert,,8906009047188,,,,PLU001,16,20,20,20,20,20,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,60,0,0,,0,0,4,25,20,SKIN PROTECTIN JELLY,Miscellaneous,48
Galaxy,,8902433003554,,,,PLU001,9,10,10,10,10,10,1 pc,27,0,0,0,CGST + SGST,0,1,1,0,270,0,0,,0,0,1,11.111,10,CHOCOLATES,Miscellaneous,243
Hamam,,8901030718984,,,,PLU001,36,40,40,40,40,40,1 pc,23,0,0,0,CGST + SGST,0,1,1,0,920,0,0,,0,0,4,11.111,10,Body Care,Miscellaneous,828
Alo frut Mosambi,,8906044993334,,,,PLU001,96,120,120,120,120,120,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,24,25,20,JUICE,Miscellaneous,0
Spinz BB pink,,8902979043526,,,,PLU001,21,25,25,25,25,25,1 pc,5,0,0,0,CGST + SGST,0,1,1,0,125,0,0,,0,0,4,19.048,16,Body Talc,Miscellaneous,105
Meera face wash,,8902979004183,,,,PLU001,59.09,65,65,65,65,65,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,130,0,0,,0,0,5.91,10.002,9.092,BEAUTY CREAM,Miscellaneous,118.18
Ruchi  vp 50ml ,,8906032010340,,,,PLU001,6,21,21,21,21,21,1 pc,8,0,0,0,CGST + SGST,0,1,1,0,168,0,0,,0,0,15,250,71.429,OIL,Miscellaneous,48
pepsi tin,,8902080105021,,,,PLU001,29,35,35,35,35,35,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,35,0,0,,0,0,6,20.69,17.143,JUICE,Miscellaneous,29
Vim scrd magic singles,,,,,,PLU001,17,25,25,25,25,25,1 pc,10,0,0,0,CGST + SGST,0,1,1,0,250,0,0,,0,0,8,47.059,32,SCRUB,Miscellaneous,170
VIM SCRB MAGIC SINGLES,,8901030940002,,,,PLU001,17,25,25,25,25,25,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,100,0,0,,0,0,8,47.059,32,SCRUB,Miscellaneous,68
LUX SOFT GLOW,,8901030836732,,,,PLU001,74,80,80,80,80,80,1 pc,17,0,0,0,CGST + SGST,0,1,1,0,1360,0,0,,0,0,6,8.108,7.5,Detergent Power & Soaps.,Miscellaneous,1258
SMOODH HAZELNUT CHOCOLATE,,8902579002589,,,,PLU001,9,10,10,10,10,10,1 pc,-22,0,0,0,CGST + SGST,0,1,1,0,-220,0,0,,0,0,1,11.111,10,JUICE,Miscellaneous,-198
Topsi,,8906040979592,,,,PLU001,11,15,15,15,15,15,1 pc,15,0,0,0,CGST + SGST,0,1,1,0,225,0,0,,0,0,4,36.364,26.667,DHOOP,Miscellaneous,165
TOPSI TAZA BELLA DHOOPSTICKS,,8906040979578,,,,PLU001,11,15,15,15,15,15,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,60,0,0,,0,0,4,36.364,26.667,DHOOP,Miscellaneous,44
TOPSI GUGGAL DHOOP STICKS,,8906040979622,,,,PLU001,11,15,15,15,15,15,1 pc,12,0,0,0,CGST + SGST,0,1,1,0,180,0,0,,0,0,4,36.364,26.667,DHOOP,Miscellaneous,132
TOPSI LOBAN DHOOP STICKS,,8906040979585,,,,PLU001,11,15,15,15,15,15,1 pc,11,0,0,0,CGST + SGST,0,1,1,0,165,0,0,,0,0,4,36.364,26.667,DHOOP,Miscellaneous,121
GRB UDHAYAM GHEE 50ml,,8906010362560,,,,PLU001,43,52,51,51,51,51,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,204,0,0,,1,1.923,8,18.605,15.686,Ghee,Miscellaneous,172
Elite carrot pudding cake,,8906009993201,,,,PLU001,54,60,60,60,60,60,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,120,0,0,,0,0,6,11.111,10,DRY CAKES,Miscellaneous,108
Dettol 125ml,,8901396350200,,,,PLU001,66,73,70,70,70,70,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,280,0,0,,3,4.11,4,6.061,5.714,ANTISEPTIC LQD,Miscellaneous,264
VANISH LIQ 180ML,,8901396046011,,,,PLU001,65,72,70,70,70,70,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,140,0,0,,2,2.778,5,7.692,7.143,DETERGENTS,Miscellaneous,130
VANISH,,8901396040606,,,,PLU001,65,72,70,70,70,70,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,70,0,0,,2,2.778,5,7.692,7.143,DETERGENTS,Miscellaneous,65
snickers BUTTERSCOTCH,,8902433003134,,,,PLU001,53,60,60,60,60,60,1 pc,10,0,0,0,CGST + SGST,0,1,1,0,600,0,0,,0,0,7,13.208,11.667,CHOCOLATE,Miscellaneous,530
Orbit sweetmint,,89007716,,,,PLU001,43,50,50,50,50,50,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,100,0,0,,0,0,7,16.279,14,CHOCOLATE,Miscellaneous,86
Manna Pure Aloe Vera,,0088861219700,,,,PLU001,66,99,92,92,92,92,1 pc,35,0,0,0,CGST + SGST,0,1,1,0,3220,0,0,,7,7.071,26,39.394,28.261,Detergent Power & Soaps.,Miscellaneous,2310
LOREAL PARIS Total Repair,,8901526607365,,,,PLU001,153,169,160,160,160,160,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,320,0,0,,9,5.325,7,4.575,4.375,Shampoo & Conditioner.,Miscellaneous,306
LOREAL PARIS HYALURON MOISTURE,,8901526608027,,,,PLU001,162,179,172,172,172,172,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,516,0,0,,7,3.911,10,6.173,5.814,Shampoo & Condisner,Miscellaneous,486
LOREAL PARIS 6Oil Nourish,,8901526607358,,,,PLU001,162,179,172,172,172,172,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,516,0,0,,7,3.911,10,6.173,5.814,Shampoo & Conditioner.,Miscellaneous,486
LOREAL PARIS Total Repair 5,,8901526582600,,,,PLU001,4.45,5,5,5,5,5,1 pc,75,0,0,0,CGST + SGST,0,1,1,0,375,0,0,,0,0,0.55,12.36,11,Shampoo & Condisner,Miscellaneous,333.75
LOREAL PARIS 6 Oil Nourish,,8901526582617,,,,PLU001,4.45,5,5,5,5,5,1 pc,72,0,0,0,CGST + SGST,0,1,1,0,360,0,0,,0,0,0.55,12.36,11,Shampoo & Condisner,Miscellaneous,320.4
LOREAL PARIS FALL RESIST,,,,,,PLU001,4.45,5,5,5,5,5,1 pc,80,0,0,0,CGST + SGST,0,1,1,0,400,0,0,,0,0,0.55,12.36,11,Shampoo & Condisner,Miscellaneous,356
LOREAL PARIS FALL RESIST3x,,8901526582624,,,,PLU001,4.45,5,5,5,5,5,1 pc,80,0,0,0,CGST + SGST,0,1,1,0,400,0,0,,0,0,0.55,12.36,11,Shampoo & Condisner,Miscellaneous,356
GARNIER FRUCTIS LONG STRONG,,8901526205998,,,,PLU001,3.57,4,4,4,4,4,1 pc,60,0,0,0,CGST + SGST,0,1,1,0,240,0,0,,0,0,0.43,12.045,10.75,Shampoo & Condisner,Miscellaneous,214.2
GARNIER COLOR,,,,,,PLU001,75,89,85,85,85,85,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,255,0,0,,4,4.494,10,13.333,11.765,HAIR CARE,Miscellaneous,225
GARNIER HAIR COLOR BROWN,,8901526211814,,,,PLU001,75,89,85,85,85,85,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,255,0,0,,4,4.494,10,13.333,11.765,HAIR CARE,Miscellaneous,225
GARNIER HAIR COLOR DARKEST BROWN,,8901526204748,,,,PLU001,75,89,85,85,85,85,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,255,0,0,,4,4.494,10,13.333,11.765,HAIR CARE,Miscellaneous,225
GARNIER MEN HAIR COLOR,,8901526202959,,,,PLU001,102,115,112,112,112,112,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,336,0,0,,3,2.609,10,9.804,8.929,HAIR CARE,Miscellaneous,306
GARNIER BRIGHT COMPLETE NIGHT CREAM,,,,,,PLU001,115,125,125,125,125,125,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,375,0,0,,0,0,10,8.696,8,Miscellaneous,Miscellaneous,345
GARNIERT BRIGHT COMPLETE,,8901526005253,,,,PLU001,115,125,125,125,125,125,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,375,0,0,,0,0,10,8.696,8,Miscellaneous,Miscellaneous,345
HARPIC FLUSHMATIC MARINE,,8901396155805,,,,PLU001,136,164,159,159,159,159,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,318,0,0,,5,3.049,23,16.912,14.465,Miscellaneous,Miscellaneous,272
HARPIC FLUSH MATIC LAV,,8901396155751,,,,PLU001,136,164,159,159,159,159,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,159,0,0,,5,3.049,23,16.912,14.465,Miscellaneous,Miscellaneous,136
PARLE MARIE FPACK,,8901719129018,,,,PLU001,85,175,145,145,145,145,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,290,0,0,,30,17.143,60,70.588,41.379,Miscellaneous,Miscellaneous,170
OREO FAMILY PACK,,7622202015342,,,,PLU001,60,99,95,95,95,95,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,4,4.04,35,58.333,36.842,Miscellaneous,Miscellaneous,0
Whspar ON Koala,,4987176166388,,,,PLU001,263,300,290,290,290,290,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,10,3.333,27,10.266,9.31,Miscellaneous,Miscellaneous,0
Pampers ,,4987176164186,,,,PLU001,21,27,27,25,25,27,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,162,0,0,,0,0,6,28.571,22.222,Miscellaneous,Miscellaneous,126
pampaers,,4987176137548,,,,PLU001,79.2,99,99,99,99,99,1 pc,5,0,0,0,CGST + SGST,0,1,1,0,495,0,0,,0,0,19.8,25,20,Miscellaneous,Miscellaneous,396
pampaers ,,4987176137609,,,,PLU001,312.27,399,399,399,399,399,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,1197,0,0,,0,0,86.73,27.774,21.737,Miscellaneous,Miscellaneous,936.81
Tropicona Mixed fruit 1L,,8902080013395,,,,PLU001,95,125,120,120,120,120,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,240,0,0,,5,4,25,26.316,20.833,DRINKS&JUICES,Miscellaneous,190
Tropican  Apple 1L,,8902080013302,,,,PLU001,90,113,110,110,110,110,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,110,0,0,,3,2.655,20,22.222,18.182,DRINKS&JUICES,Miscellaneous,90
Milk powder sagar 500g,,8901262110068,,,,PLU001,190,225,220,220,220,220,1 pc,-1,0,0,0,CGST + SGST,0,1,1,0,-220,0,0,,5,2.222,30,15.789,13.636,Milk Powder,Miscellaneous,-190
kandi bedalu 1kg,,L100144,,,,PLU001,155,175,158,158,158,158,1 pc,5,0,0,0,CGST + SGST,0,1,1,0,790,0,0,,17,9.714,3,1.935,1.899,Grocery.,Miscellaneous,775
Meta tech natraj,,8901324049145,,,,PLU001,37,50,50,50,50,50,1 pc,15,0,0,0,CGST + SGST,0,1,1,0,750,0,0,,0,0,13,35.135,26,Stationary.,Miscellaneous,555
Dove hair fall rescue,,8901030943188,,,,PLU001,1.49,2,2,2,2,2,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,2,0,0,,0,0,0.51,34.228,25.5,Shampoo & Condisner,Miscellaneous,1.49
REXONA woman roll on shower fresh ,,8901030927997,,,,PLU001,140.43,170,170,170,170,170,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,170,0,0,,0,0,29.57,21.057,17.394,UNDERARM CREAM,Miscellaneous,140.43
Black pepper everest,,,,,,PLU001,118,140,137,137,137,137,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,274,0,0,,3,2.143,19,16.102,13.869,Grocery.,Miscellaneous,236
Black peper everest,,8901786730506,,,,PLU001,118,140,137,137,137,137,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,274,0,0,,3,2.143,19,16.102,13.869,Grocery.,Miscellaneous,236
Engage Intense Green Turf Deo,,8905110006862,,,,PLU001,150,230,230,230,230,230,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,460,0,0,,0,0,80,53.333,34.783,PERFUMES,Miscellaneous,300
Engage Intense Black Skies Deo,,8905110006855,,,,PLU001,150,230,230,230,230,230,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,460,0,0,,0,0,80,53.333,34.783,PERFUMES,Miscellaneous,300
Nimyle Fc Herbal ,,8905110003694,,,,PLU001,34.18,40,40,40,40,40,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,240,0,0,,0,0,5.82,17.028,14.55,TOILET- FLOOR & OTHER CLEANERS,Miscellaneous,205.08
Nimyle Fc Herbal 500 ml,,8905110003700,,,,PLU001,81.17,95,95,95,95,95,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,285,0,0,,0,0,13.83,17.038,14.558,TOILET- FLOOR & OTHER CLEANERS,Miscellaneous,243.51
Savlon Hw  ms,,8905110004141,,,,PLU001,86.4,99,99,99,99,99,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,594,0,0,,0,0,12.6,14.583,12.727,SANITARY.,Miscellaneous,518.4
Savlon Powder Hw,,8905110004707,,,,PLU001,35.53,45,45,45,45,45,1 pc,5,0,0,0,CGST + SGST,0,1,1,0,225,0,0,,0,0,9.47,26.654,21.044,SANITARY.,Miscellaneous,177.65
Margo Neem,,8902102231332,,,,PLU001,32.63,45,45,45,45,45,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,135,0,0,,0,0,12.37,37.91,27.489,Detergent Power & Soaps,Miscellaneous,97.89
Margo Neem Naturals Rose,,8902102231325,,,,PLU001,32.63,45,45,45,45,45,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,135,0,0,,0,0,12.37,37.91,27.489,Detergent Power & Soaps,Miscellaneous,97.89
Exo Bar Ginger Twist,,8902102163619,,,,PLU001,14.41,20,20,20,20,20,1 pc,12,0,0,0,CGST + SGST,0,1,1,0,240,0,0,,0,0,5.59,38.793,27.95,Detergent Power & Soaps.,Miscellaneous,172.92
Cherry  Sports shoe cleaner,,8901396063308,,,,PLU001,135.45,149,149,149,149,149,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,894,0,0,,0,0,13.55,10.004,9.094,Shoe Care,Miscellaneous,812.7
CENTER FRUIT [BBLGUM] 23.6 GM PLPCH FRUITS FLAVOUR+RS 1 OFF,CENTER FRUIT,8901393018967,,,,PLU001,9,10,10,10,10,10,236 g,14,0,0,0,CGST + SGST,0,1,1,0,140,0,0,,0,0,1,11.111,10,SNACKS & BRANDED FOODS,MINTS & TOFFEES,126
Hatsun curd 10,,8904057395503,,,,PLU001,9,10,10,10,10,10,1 pc,-38,0,0,0,CGST + SGST,0,1,1,0,-380,0,0,,0,0,1,11.111,10,MILK BI-PRODUCTS,Miscellaneous,-342
Britaniya 50 50 10,,8901063017672,,,,PLU001,9,10,10,10,10,10,1 pc,52,0,0,0,CGST + SGST,0,1,1,0,520,0,0,,0,0,1,11.111,10,Biscuit.,Miscellaneous,468
Nascafe Sr Drwn jar,,8901058001631,,,,PLU001,186.91,200,200,200,200,200,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,600,0,0,,0,0,13.09,7.003,6.545,Tea & Coffee...,Miscellaneous,560.73
Maggi 2Min mas ,,8901058002287,,,,PLU001,12.84,14,14,14,14,14,1 pc,14,0,0,0,CGST + SGST,0,1,1,0,196,0,0,,0,0,1.16,9.034,8.286,Snacks,Miscellaneous,179.76
SET WET,,8901088111362,,,,PLU001,8.33,10,10,10,10,10,1 pc,23,0,0,0,CGST + SGST,0,1,1,0,230,0,0,,0,0,1.67,20.048,16.7,HAIR CARE,Miscellaneous,191.59
SET WET EVERY DAY,,8901088062442,,,,PLU001,8.33,10,10,10,10,10,1 pc,11,0,0,0,CGST + SGST,0,1,1,0,110,0,0,,0,0,1.67,20.048,16.7,HAIR CARE,Miscellaneous,91.63
Chakra gold Elaichi,,8901052022618,,,,PLU001,84.2,90,88,88,88,88,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,352,0,0,,2,2.222,3.8,4.513,4.318,Tea & Coffee...,Miscellaneous,336.8
MAGNET COMBOX 3,,L101535,,,,PLU001,65,150,115,115,115,115,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,230,0,0,,35,23.333,50,76.923,43.478,Miscellaneous,Miscellaneous,130
